,SKN load,MSR load,ATG load,GLP load,DMA load,MTQ load,LCA load,SVG load,GRD load,BRB load
330,31.85,1.94,50.58,233.6,14.9,212.8,55.9,21.3,30.9,141.0
331,32.96,1.98,53.83,242.4,15.4,222.2,57.0,21.9,31.9,146.0
332,33.18,1.96,53.21,243.4,15.4,220.3,58.0,22.4,32.0,145.9
333,31.26,1.9,50.61,230.8,14.8,208.7,54.9,20.6,30.5,138.1
334,29.56,1.78,48.42,222.3,13.9,199.5,52.4,20.0,29.1,132.0
335,27.72,1.68,44.86,204.5,13.1,185.0,47.5,18.3,26.9,121.1
336,25.92,1.55,41.47,186.1,12.1,170.7,44.6,17.3,24.9,113.7
337,24.16,1.47,38.06,177.5,11.2,160.8,41.3,15.8,23.4,106.1
338,23.63,1.42,37.88,174.6,11.1,157.5,41.3,15.6,22.7,103.4
339,23.74,1.43,37.76,171.1,11.1,156.8,41.2,15.6,22.4,103.1
340,24.42,1.46,39.32,177.7,11.2,162.5,41.7,16.4,23.6,107.1
341,27.64,1.64,43.31,198.4,12.8,182.5,47.8,18.5,26.8,120.3
342,29.88,1.82,47.84,224.1,14.0,201.2,52.8,20.3,28.7,130.8
343,32.3,1.93,51.24,233.9,15.0,214.7,56.1,21.2,31.1,141.5
344,34.45,2.01,54.23,252.3,15.7,226.8,59.7,22.8,32.8,148.5
345,35.23,2.17,57.62,263.0,16.8,237.7,61.3,23.4,34.5,154.6
346,36.11,2.2,58.55,268.6,17.2,241.6,63.1,24.4,35.0,159.9
347,36.46,2.2,58.21,270.9,17.2,246.1,63.7,24.8,35.6,160.4
348,36.9,2.25,59.83,270.7,17.4,248.0,64.0,24.7,35.5,165.7
349,37.22,2.18,57.99,272.4,17.2,244.5,62.7,24.1,35.2,159.5
350,37.0,2.23,58.63,265.4,17.2,244.5,63.7,24.1,35.4,160.2
351,34.85,2.1,57.23,260.4,16.6,235.5,60.7,23.8,33.7,155.8
352,33.72,2.04,53.85,245.5,15.9,225.2,58.2,22.7,32.8,147.8
353,33.05,1.98,53.3,245.0,15.6,222.0,57.3,22.4,31.8,146.8
354,36.82,2.24,59.97,269.6,17.4,248.6,65.6,25.0,35.7,165.3
355,37.2,2.27,60.29,271.3,17.5,250.0,65.1,24.7,35.7,163.9
356,35.9,2.14,57.52,261.3,16.7,237.5,62.5,24.0,34.5,155.8
357,33.48,1.98,52.46,245.4,15.4,221.8,58.1,22.3,32.0,145.7
358,31.57,1.88,50.86,232.6,14.8,210.8,55.6,21.2,30.9,139.8
359,28.97,1.73,47.02,212.1,13.5,194.7,50.0,19.7,28.4,128.3
360,26.93,1.62,43.03,197.8,12.4,178.7,46.9,17.9,26.3,119.6
361,25.8,1.52,40.72,184.5,11.8,169.7,43.9,17.1,24.4,110.5
362,24.59,1.49,40.13,180.7,11.8,165.8,43.1,16.7,23.9,109.9
363,24.62,1.51,40.39,180.4,11.7,166.5,42.9,16.4,24.0,109.6
364,25.67,1.53,40.48,187.9,11.8,170.8,44.0,17.0,24.5,114.3
365,29.06,1.74,45.5,212.2,13.5,191.3,49.8,18.9,27.4,126.3
366,31.84,1.91,50.11,231.2,14.7,210.3,54.4,21.2,30.7,140.3
367,32.93,2.03,53.61,242.6,15.5,222.3,58.3,22.3,32.2,144.5
368,34.92,2.13,56.68,260.8,16.4,234.3,60.7,23.6,33.7,155.8
369,35.6,2.14,58.19,262.6,16.6,239.9,61.7,23.9,35.1,159.0
370,37.02,2.16,57.92,267.2,16.9,243.3,62.6,24.4,34.8,162.5
371,36.65,2.26,60.29,276.4,17.6,247.9,63.9,25.1,35.5,161.4
372,38.03,2.24,59.96,274.7,17.7,251.8,64.5,24.9,36.7,167.0
373,37.9,2.27,59.37,272.1,17.7,251.1,64.9,25.3,36.3,167.1
374,37.03,2.25,58.85,269.5,17.2,246.7,63.2,24.6,35.4,163.8
375,36.53,2.17,58.48,266.5,16.7,240.8,62.6,24.0,34.8,160.5
376,34.42,2.09,55.51,251.1,16.0,230.3,59.6,22.7,33.4,152.1
377,33.92,2.08,54.5,251.9,16.0,228.1,58.5,22.6,32.8,152.4
378,36.0,2.18,57.56,261.6,16.7,238.7,61.5,23.9,34.3,156.5
379,35.52,2.11,57.48,258.9,16.6,236.6,61.2,23.9,34.0,156.5
380,34.51,2.04,54.24,248.9,16.1,227.1,59.3,22.6,32.4,151.4
381,33.55,1.99,53.5,248.7,15.7,223.1,57.7,22.2,32.1,147.4
382,32.41,1.9,51.15,236.9,15.1,213.0,55.4,21.2,30.6,139.5
383,29.65,1.79,47.62,219.1,13.6,196.6,51.2,19.7,28.6,129.6
384,27.47,1.63,43.78,200.7,12.8,181.9,47.2,18.1,26.2,118.9
385,25.86,1.55,40.8,191.5,11.9,172.4,44.4,17.2,24.7,113.4
386,25.37,1.51,40.57,184.6,11.9,168.0,43.1,16.9,24.1,111.6
387,25.48,1.5,40.29,184.0,11.7,167.9,43.9,16.8,24.3,110.8
388,25.99,1.54,40.88,189.0,12.0,171.1,44.3,17.0,24.7,114.5
389,28.75,1.71,45.7,209.4,13.3,190.5,49.4,18.9,27.8,125.2
390,31.18,1.86,50.03,229.4,14.3,205.7,54.0,20.4,29.6,137.3
391,32.04,1.92,52.66,238.6,15.1,216.2,56.4,21.7,31.7,140.6
392,33.84,1.99,53.9,245.1,15.8,223.2,58.8,22.0,32.6,146.1
393,34.9,2.09,55.92,255.3,16.0,231.7,60.1,23.3,33.5,154.1
394,35.47,2.1,56.04,260.4,16.7,235.1,60.3,23.6,34.0,156.5
395,35.82,2.16,58.15,260.3,17.0,240.1,62.2,24.3,35.3,157.2
396,37.9,2.27,59.82,280.6,17.7,251.4,64.6,25.0,36.1,164.1
397,37.14,2.19,59.53,268.0,17.1,245.7,64.5,24.8,35.5,162.4
398,36.4,2.19,58.55,268.0,17.0,240.5,61.6,23.9,34.7,158.2
399,35.1,2.08,55.9,252.7,16.2,232.4,60.3,23.3,34.2,152.8
400,33.26,1.96,52.95,239.8,15.5,221.2,57.9,22.3,32.0,147.8
401,33.18,2.01,53.87,245.8,15.5,221.6,57.3,22.0,32.3,147.5
402,37.05,2.26,59.23,273.4,17.1,247.7,64.0,25.1,36.0,164.8
403,37.43,2.26,59.32,278.7,17.7,249.8,64.0,24.7,36.5,163.2
404,35.54,2.16,57.38,264.7,16.4,237.5,62.5,23.6,34.9,158.3
405,32.56,1.99,52.21,238.8,15.4,218.0,57.0,21.7,31.5,145.9
406,31.18,1.86,48.73,225.7,14.4,205.4,52.9,20.3,29.7,137.2
407,28.11,1.69,45.2,206.0,13.1,188.7,49.3,19.0,27.3,126.4
408,26.16,1.56,41.97,194.2,12.3,175.0,45.3,17.7,25.7,116.9
409,24.53,1.51,39.42,183.4,11.5,165.9,43.4,16.5,23.7,110.5
410,24.18,1.45,38.47,178.1,11.2,160.3,41.4,15.9,23.2,105.8
411,24.07,1.44,37.51,175.5,11.1,158.6,40.6,15.8,23.0,105.8
412,24.52,1.48,38.95,179.3,11.3,162.8,42.0,16.1,23.9,108.5
413,27.82,1.69,44.63,204.6,13.1,185.7,47.9,18.5,26.9,123.4
414,31.53,1.88,49.08,230.9,14.7,207.4,54.5,20.9,29.9,137.2
415,32.94,1.95,52.36,245.5,15.3,220.2,56.9,22.1,32.0,145.2
416,34.48,2.06,54.1,252.1,16.2,227.6,59.0,22.5,32.6,151.3
417,34.87,2.09,56.31,256.1,16.2,234.9,60.6,23.7,33.7,153.2
418,36.55,2.15,58.36,269.5,17.0,241.7,62.0,24.4,35.3,158.2
419,36.94,2.19,58.16,269.0,17.1,245.6,64.5,24.2,36.0,160.7
420,37.12,2.26,58.71,271.8,17.1,247.2,64.9,24.9,35.3,164.8
421,36.78,2.22,58.67,266.6,17.3,244.5,63.6,24.8,34.9,161.2
422,36.13,2.18,58.82,268.4,16.9,242.2,63.5,24.0,35.4,160.8
423,35.72,2.11,57.61,263.8,16.6,238.4,62.4,23.8,34.9,155.1
424,34.6,2.08,54.72,252.6,15.9,229.4,60.3,22.8,33.0,153.5
425,33.9,2.01,52.73,245.5,15.5,223.1,57.8,22.5,32.2,146.5
426,37.41,2.23,59.68,277.2,17.2,248.3,63.7,25.0,35.5,164.2
427,37.84,2.24,60.41,279.6,17.3,250.8,66.0,25.3,36.3,163.1
428,36.28,2.13,56.77,262.7,16.9,239.3,62.4,24.1,35.0,156.5
429,33.01,1.97,53.43,241.5,15.6,221.3,58.2,22.3,31.7,148.0
430,30.91,1.88,49.3,228.0,14.6,208.4,54.8,20.7,29.8,139.2
431,28.84,1.71,45.56,208.7,13.5,191.5,49.5,19.4,27.9,125.3
432,26.85,1.59,43.03,195.7,12.2,176.8,45.9,17.5,25.9,115.3
433,24.93,1.49,40.86,184.0,11.7,168.0,43.5,17.0,24.0,110.1
434,24.61,1.49,38.91,181.6,11.5,163.9,43.1,16.5,24.1,109.5
435,24.39,1.45,38.84,177.5,11.4,162.9,42.5,16.5,24.0,107.0
436,24.39,1.5,39.45,180.1,11.4,165.0,43.4,16.4,23.6,109.8
437,27.35,1.68,44.26,201.9,12.7,183.9,48.1,18.5,26.7,119.8
438,30.6,1.86,48.9,226.5,14.2,204.3,52.4,20.5,30.0,133.2
439,32.2,1.95,51.4,237.3,15.0,217.3,55.7,21.9,31.5,141.9
440,34.84,2.07,55.89,249.6,16.3,230.0,60.2,22.7,33.6,152.8
441,35.2,2.11,56.83,257.5,16.7,237.2,60.8,23.5,34.1,158.0
442,36.61,2.17,58.05,268.6,16.6,240.8,63.3,23.9,35.0,158.9
443,36.92,2.18,58.17,271.7,17.0,244.7,64.3,24.5,35.7,163.5
444,36.6,2.24,58.45,268.2,17.2,247.1,63.5,24.5,36.0,163.5
445,35.94,2.16,57.72,267.3,17.0,240.6,63.4,24.3,34.6,158.9
446,35.6,2.09,57.19,259.5,16.6,234.9,62.0,23.4,33.9,154.0
447,34.71,2.05,56.22,250.2,16.0,230.8,60.2,22.9,33.1,151.0
448,33.12,2.02,53.34,246.7,15.7,223.5,58.3,22.6,32.7,148.5
449,32.77,1.97,53.27,244.4,15.4,221.1,56.9,22.1,32.2,146.2
450,36.52,2.22,58.5,268.5,17.1,245.7,63.4,24.8,35.4,162.8
451,37.07,2.2,59.18,269.6,17.0,245.7,64.2,24.2,35.2,161.6
452,35.18,2.07,55.04,258.6,16.0,232.0,61.1,23.5,33.5,152.3
453,32.68,1.93,52.71,242.2,15.4,217.5,55.7,22.0,31.5,143.1
454,31.86,1.91,50.85,232.7,14.7,209.3,53.8,20.7,30.3,140.1
455,29.17,1.74,45.91,216.4,13.7,194.1,50.5,19.4,28.0,128.9
456,26.53,1.61,42.23,197.8,12.4,178.4,46.5,17.7,25.5,116.8
457,25.59,1.54,39.87,184.8,12.0,168.5,43.4,16.9,24.6,112.8
458,24.54,1.49,39.56,178.1,11.4,163.8,43.0,16.5,23.6,108.1
459,24.06,1.45,39.31,179.6,11.3,161.6,42.3,16.2,23.7,106.2
460,24.19,1.43,38.21,175.7,11.3,160.6,41.4,15.9,23.2,106.7
461,24.49,1.48,39.39,180.5,11.6,165.1,42.7,16.5,24.2,110.1
462,25.58,1.53,40.98,187.6,11.8,168.6,43.3,16.8,24.4,109.7
463,27.54,1.63,43.98,201.9,12.6,182.5,47.7,18.1,26.8,121.1
464,29.58,1.79,47.85,218.2,13.8,199.8,51.7,20.3,29.0,130.2
465,31.18,1.86,50.34,231.1,14.4,207.9,53.8,21.0,29.7,136.8
466,31.67,1.9,50.41,232.6,14.7,209.3,54.2,20.9,30.1,138.8
467,32.27,1.91,52.02,232.9,14.8,213.6,55.9,21.2,30.7,141.7
468,32.36,1.91,52.3,236.3,15.3,215.0,55.5,21.8,30.9,140.0
469,31.74,1.87,50.89,230.8,14.9,210.4,54.4,21.1,30.4,139.5
470,30.35,1.81,49.1,223.5,14.3,202.3,52.5,20.1,29.1,134.6
471,29.38,1.76,47.78,216.2,13.6,197.5,50.8,19.5,28.8,131.6
472,29.09,1.74,46.79,216.3,13.4,194.7,50.0,19.4,27.9,126.7
473,30.24,1.79,47.17,219.6,14.1,198.9,51.0,20.1,29.2,129.5
474,34.13,2.05,54.71,245.4,15.5,224.9,57.6,22.4,32.5,147.1
475,34.27,2.08,55.78,249.3,16.3,230.0,59.0,22.8,33.0,151.3
476,32.9,1.98,52.99,242.1,15.3,220.7,57.7,21.8,32.4,144.9
477,31.17,1.9,50.01,232.9,14.7,208.7,53.8,20.7,30.0,135.9
478,30.86,1.84,47.97,225.8,14.2,202.8,53.4,20.0,29.3,134.2
479,29.0,1.7,45.91,207.5,13.5,190.8,49.1,19.0,27.9,126.8
480,26.41,1.61,42.62,196.5,12.3,177.2,46.7,17.8,25.3,116.5
481,25.31,1.52,40.49,183.5,11.6,167.8,43.6,16.9,24.3,112.0
482,24.2,1.45,38.98,179.6,11.2,161.6,42.1,15.9,23.6,106.7
483,23.71,1.45,38.44,172.8,11.0,159.1,41.4,15.8,22.8,105.8
484,23.74,1.42,37.67,176.6,11.1,158.2,41.0,15.9,23.1,104.0
485,24.09,1.44,37.8,176.9,11.3,158.9,41.8,15.7,23.4,106.2
486,24.37,1.43,38.75,178.2,11.2,160.1,41.1,15.9,23.1,104.7
487,25.31,1.55,41.48,185.9,12.0,170.9,43.8,17.2,24.9,112.8
488,27.59,1.66,44.84,204.3,13.1,185.8,48.6,18.4,26.8,124.1
489,28.57,1.73,46.77,210.3,13.4,192.5,50.5,19.2,27.5,127.4
490,29.13,1.74,46.87,214.7,13.7,194.6,51.0,19.3,28.3,129.9
491,29.78,1.82,48.0,222.7,13.9,199.6,51.9,20.1,29.3,132.8
492,29.89,1.79,48.55,217.8,13.9,201.0,52.9,20.0,29.4,131.6
493,28.62,1.74,47.02,211.3,13.5,193.0,49.7,19.1,27.7,125.5
494,27.73,1.63,43.95,199.8,13.0,184.1,47.3,18.6,26.6,121.1
495,26.93,1.62,42.99,198.8,12.7,179.9,46.7,17.7,26.3,118.7
496,26.67,1.57,42.97,193.1,12.5,177.1,46.5,17.8,25.9,117.4
497,26.93,1.63,43.08,201.1,12.6,181.8,47.1,18.3,26.4,119.7
498,32.08,1.92,50.88,231.6,14.8,212.8,55.1,21.5,31.1,140.2
499,33.77,2.02,53.26,246.6,15.6,223.5,57.5,22.5,32.7,145.8
500,33.49,1.98,53.15,242.2,15.3,220.7,57.6,21.9,32.3,145.5
501,31.49,1.87,50.06,225.9,14.4,208.0,54.5,21.0,30.0,137.2
502,29.91,1.81,48.52,218.1,14.1,199.4,52.1,19.9,28.6,133.0
503,27.47,1.66,44.11,202.8,12.7,183.3,47.0,18.4,26.9,122.6
504,25.44,1.54,41.02,183.3,11.7,168.9,44.2,16.9,24.8,110.9
505,24.04,1.44,38.23,176.7,11.1,160.0,41.5,16.2,23.4,106.4
506,23.44,1.39,37.69,170.1,10.9,154.8,39.9,15.5,22.5,103.6
507,23.02,1.37,36.58,170.4,10.7,153.8,40.3,15.3,22.2,100.4
508,23.91,1.44,38.53,173.5,11.1,158.5,41.7,15.8,22.9,104.2
509,27.21,1.64,43.24,197.0,12.7,179.9,46.2,18.0,25.9,120.5
510,29.44,1.78,47.2,222.2,13.9,199.2,51.8,20.1,29.3,132.9
511,32.34,1.91,51.67,235.7,14.8,213.1,55.5,21.6,30.8,141.9
512,33.37,2.01,53.54,247.2,15.8,224.7,57.6,22.5,32.9,149.0
513,34.91,2.09,54.57,251.2,16.0,230.3,59.9,23.2,33.7,150.3
514,35.96,2.11,56.74,258.1,16.6,236.3,61.4,23.9,33.9,156.4
515,36.19,2.18,57.63,269.3,16.7,241.4,62.7,24.3,35.4,157.4
516,37.08,2.2,58.68,267.3,17.2,245.7,63.8,24.5,35.3,160.7
517,36.75,2.21,59.12,268.2,17.2,243.3,62.5,24.0,35.3,158.7
518,36.43,2.17,57.13,261.7,17.0,240.8,63.4,24.1,35.2,156.8
519,35.54,2.11,56.92,262.1,16.7,236.2,61.6,23.8,34.2,157.4
520,33.96,2.06,53.97,251.5,15.9,226.2,59.7,22.6,33.1,148.3
521,32.96,2.01,53.3,245.3,15.6,220.5,56.5,22.2,31.8,146.3
522,37.03,2.2,58.49,268.3,17.5,246.7,64.0,25.0,35.4,164.6
523,37.54,2.23,59.43,271.6,17.4,250.2,64.5,24.8,35.8,163.4
524,35.45,2.14,57.76,264.7,16.6,238.3,62.0,23.8,34.7,159.6
525,32.53,1.96,52.16,242.3,15.4,217.4,57.3,21.9,31.8,144.3
526,30.42,1.83,48.69,221.6,14.1,204.1,52.5,20.7,29.7,133.5
527,27.82,1.69,45.52,206.4,13.3,187.8,48.8,18.8,26.9,122.7
528,25.91,1.55,42.08,191.8,12.1,172.9,44.9,17.4,24.9,113.8
529,24.44,1.48,39.76,179.8,11.5,164.5,42.2,16.5,23.5,108.6
530,24.19,1.46,38.9,177.8,11.2,160.1,42.3,16.2,23.0,105.6
531,23.66,1.42,38.15,171.9,11.2,158.6,41.5,15.6,22.9,104.2
532,24.61,1.48,39.28,178.3,11.4,161.9,42.5,16.2,23.7,107.4
533,27.92,1.66,44.53,204.2,12.8,185.7,48.5,18.4,26.6,122.0
534,30.67,1.88,48.91,226.9,14.4,206.4,53.2,20.7,30.1,136.2
535,33.24,1.99,52.33,240.6,15.6,219.9,57.6,21.7,31.5,146.8
536,31.61,1.93,51.75,233.5,15.1,212.9,55.0,21.4,30.6,138.9
537,35.09,2.06,55.98,256.8,16.1,231.8,59.6,23.4,34.0,154.7
538,35.14,2.13,55.55,261.5,16.5,234.4,61.6,23.7,33.8,154.4
539,35.29,2.11,56.17,260.6,16.7,237.1,62.5,24.0,34.1,154.5
540,34.56,2.11,56.3,254.9,16.3,232.1,60.2,23.5,34.1,152.5
541,34.18,2.06,55.04,248.8,16.0,229.5,60.3,23.0,33.4,149.3
542,32.59,2.01,52.63,241.6,15.6,220.4,56.7,21.8,31.6,147.5
543,32.07,1.92,51.56,240.7,14.9,216.7,56.7,21.7,31.1,143.0
544,31.82,1.94,51.25,237.8,15.2,214.0,55.7,21.7,30.7,140.1
545,31.99,1.93,51.27,237.5,14.9,215.0,56.7,21.2,31.4,140.7
546,35.69,2.18,58.29,267.1,16.8,239.5,61.9,23.9,35.2,158.8
547,36.76,2.2,59.09,267.3,17.0,243.1,62.9,24.5,35.2,159.8
548,34.38,2.08,54.96,254.0,16.1,229.3,59.5,22.6,33.6,152.2
549,31.08,1.88,49.89,231.1,14.9,210.2,55.1,21.0,30.9,140.0
550,29.34,1.78,48.25,215.7,13.9,198.2,52.0,19.6,28.9,131.4
551,27.5,1.64,43.66,200.8,12.7,182.6,48.0,18.2,26.2,119.5
552,25.18,1.5,40.18,185.5,11.8,167.8,43.2,16.9,24.3,111.6
553,23.51,1.43,38.4,176.6,11.0,158.2,40.6,15.7,22.9,105.2
554,22.73,1.36,36.58,167.0,10.7,152.8,39.4,15.3,22.2,99.4
555,22.87,1.35,36.42,166.3,10.6,152.1,39.6,15.3,22.1,99.2
556,23.75,1.43,37.57,174.7,10.9,157.2,40.6,15.6,22.6,102.4
557,26.21,1.61,43.09,196.2,12.5,176.9,46.6,17.6,25.6,116.4
558,29.02,1.74,46.49,212.8,13.6,193.0,49.6,19.1,27.8,128.5
559,30.91,1.89,49.83,226.6,14.5,208.1,53.7,20.7,30.5,138.1
560,33.48,2.0,53.09,249.9,15.7,224.1,58.0,22.1,32.1,148.5
561,34.53,2.11,56.45,253.4,16.5,232.7,59.8,23.2,33.9,153.3
562,35.47,2.11,56.06,259.9,16.8,236.6,60.8,23.3,34.7,156.1
563,36.0,2.15,57.98,267.2,17.1,241.8,63.7,24.1,34.8,158.6
564,36.83,2.15,57.37,265.6,16.9,241.9,62.6,24.5,35.2,157.6
565,35.81,2.15,56.43,260.5,16.5,237.4,61.9,23.7,34.2,158.4
566,34.67,2.06,54.51,253.7,15.9,230.0,59.6,22.7,33.5,151.6
567,33.8,2.05,53.61,245.3,15.7,225.8,59.1,22.7,32.5,150.4
568,32.57,2.0,53.18,240.4,15.3,218.9,57.3,21.8,31.4,145.6
569,33.04,1.96,52.27,238.4,15.3,217.4,56.3,21.7,31.8,145.4
570,36.25,2.18,58.1,269.4,17.2,242.4,63.6,23.9,35.1,162.2
571,37.39,2.25,59.15,274.5,17.2,247.6,64.3,25.1,35.5,161.4
572,35.1,2.13,56.01,256.4,16.3,236.5,62.2,23.6,34.5,155.8
573,32.56,1.95,52.39,242.5,15.4,219.4,56.6,22.0,32.0,145.5
574,30.63,1.83,49.48,228.8,14.5,206.2,53.9,20.5,30.2,136.5
575,28.08,1.69,45.67,209.8,13.1,187.9,49.1,19.0,27.2,122.6
576,25.84,1.57,41.51,192.1,12.1,173.8,45.8,17.5,25.3,115.0
577,25.15,1.48,40.18,179.8,11.5,165.5,43.1,16.4,24.2,109.6
578,24.34,1.43,39.1,178.4,11.4,161.1,41.6,16.3,23.4,107.8
579,23.86,1.44,38.51,173.3,11.3,159.8,41.6,15.8,23.4,105.9
580,24.27,1.45,38.57,178.3,11.4,162.4,42.2,16.4,23.4,107.2
581,27.5,1.64,44.03,199.9,12.9,182.0,46.9,18.1,26.1,119.9
582,30.34,1.83,48.61,222.6,14.1,202.8,52.0,20.6,29.5,135.5
583,31.94,1.95,51.64,238.1,15.1,215.9,56.4,21.6,31.1,142.4
584,33.33,2.0,54.51,245.6,15.7,225.4,57.9,22.5,32.4,147.8
585,35.01,2.11,55.45,257.1,16.3,231.9,60.2,23.0,34.1,150.8
586,35.65,2.1,56.91,258.4,16.6,236.2,60.5,23.9,34.3,153.9
587,35.6,2.19,58.1,266.2,16.9,240.2,62.5,23.9,35.2,159.9
588,36.47,2.16,57.98,263.8,16.9,241.9,62.4,24.2,35.4,158.4
589,36.42,2.16,58.36,268.3,16.7,240.9,62.9,24.2,35.0,160.0
590,35.65,2.12,57.09,257.1,16.6,237.1,61.4,23.4,34.6,155.2
591,34.56,2.11,56.02,253.3,16.0,231.4,60.1,23.0,33.6,152.8
592,33.32,1.96,52.83,241.6,15.6,220.4,57.5,22.0,31.6,147.0
593,32.54,1.92,51.42,239.6,15.2,216.5,56.2,21.9,31.4,142.1
594,36.85,2.18,58.59,266.1,16.9,243.7,64.3,24.6,35.0,160.6
595,37.2,2.22,59.52,271.4,17.3,248.6,65.3,24.6,36.6,164.2
596,34.91,2.1,56.23,260.3,16.5,234.6,60.4,23.7,34.3,154.8
597,31.82,1.95,52.12,239.5,15.0,215.4,55.2,21.8,31.4,141.3
598,30.72,1.85,49.03,224.6,14.1,202.3,51.9,20.0,29.4,133.3
599,27.79,1.64,43.85,203.0,12.8,185.1,48.5,18.5,26.6,123.9
600,25.39,1.54,40.95,189.2,12.0,170.3,44.4,17.2,24.7,112.6
601,24.02,1.47,39.45,178.9,11.4,162.5,42.8,16.4,23.3,105.7
602,23.82,1.42,37.4,170.4,11.0,157.0,40.2,15.5,22.9,104.3
603,23.3,1.41,37.38,170.6,10.9,155.8,40.9,15.6,22.9,102.1
604,23.72,1.42,37.85,177.9,11.1,159.8,41.5,16.2,22.9,104.3
605,26.39,1.62,42.63,197.1,12.6,178.6,45.9,17.9,25.6,119.5
606,30.04,1.77,47.51,221.9,14.0,199.1,52.0,19.7,28.5,132.5
607,31.84,1.92,50.36,231.4,14.8,211.1,55.3,21.1,30.9,139.0
608,33.69,1.97,52.53,242.9,15.6,221.7,57.6,21.9,32.2,145.1
609,34.23,2.05,55.07,249.0,15.9,227.2,59.4,22.5,33.1,150.3
610,34.93,2.07,56.18,254.0,16.4,233.1,60.1,23.4,33.5,154.5
611,35.13,2.1,55.8,254.5,16.3,233.8,61.6,23.5,33.8,154.2
612,34.98,2.1,56.21,257.2,16.3,231.7,59.9,23.4,33.4,152.3
613,33.74,2.05,54.06,250.3,15.9,224.5,58.8,22.7,32.7,147.5
614,31.89,1.94,51.74,235.3,15.3,215.7,55.8,21.7,31.1,140.3
615,31.74,1.9,51.35,236.2,14.8,213.2,55.8,21.5,31.2,140.7
616,31.5,1.89,49.63,226.1,14.4,207.7,53.7,20.8,30.0,138.6
617,31.45,1.88,50.18,232.3,14.7,209.3,54.8,21.2,30.0,139.9
618,34.89,2.08,56.32,258.3,16.4,232.3,59.8,23.0,34.0,152.3
619,35.5,2.12,57.53,258.9,16.4,236.3,61.4,23.9,34.5,157.9
620,33.19,2.01,52.6,244.3,15.5,222.1,57.6,22.1,32.0,145.1
621,30.38,1.83,49.18,226.4,14.2,203.9,53.0,20.2,29.3,134.4
622,29.44,1.78,47.64,213.6,13.8,195.8,51.3,19.9,28.0,130.8
623,27.34,1.63,43.57,200.9,12.9,181.6,47.1,18.1,26.2,119.0
624,24.88,1.52,40.77,181.6,11.6,167.4,43.4,17.0,24.2,110.3
625,23.74,1.42,38.62,175.3,11.2,158.8,41.4,15.9,22.8,104.0
626,22.74,1.39,36.79,166.6,10.9,153.7,40.0,15.6,22.0,101.3
627,22.94,1.37,36.16,168.9,10.7,151.6,39.0,15.3,21.9,99.4
628,23.09,1.39,36.67,168.9,10.5,152.7,39.8,15.1,22.4,100.4
629,24.02,1.43,38.69,176.8,11.1,160.5,42.3,16.1,23.5,105.6
630,24.73,1.51,40.39,183.1,11.8,166.3,42.8,16.8,23.8,108.2
631,27.29,1.64,42.89,201.3,12.6,181.2,46.9,18.1,26.5,119.9
632,30.03,1.8,47.38,215.1,13.8,198.1,51.7,19.6,28.9,132.5
633,31.21,1.88,49.68,228.8,14.6,205.7,53.5,20.6,30.3,137.4
634,30.56,1.83,48.63,226.2,14.4,203.6,52.9,20.1,29.2,134.5
635,31.55,1.88,49.71,228.1,14.5,209.2,54.1,21.0,30.3,138.3
636,31.54,1.91,51.56,234.2,15.0,213.0,55.5,21.2,30.8,142.1
637,30.53,1.86,48.89,227.8,14.2,205.2,53.2,20.5,29.7,137.4
638,29.54,1.74,46.88,214.5,13.5,195.5,50.4,19.3,28.2,127.5
639,29.14,1.74,46.63,213.5,13.4,192.3,50.3,19.4,27.5,127.9
640,28.12,1.7,45.14,207.7,13.2,189.4,48.5,19.0,27.5,126.3
641,29.31,1.74,46.43,214.4,13.3,192.8,50.2,19.3,28.1,127.1
642,32.53,1.99,52.45,238.8,15.5,218.8,57.2,21.9,31.4,142.8
643,33.87,2.06,53.4,246.5,15.6,225.5,58.3,22.3,32.8,148.7
644,32.93,1.98,53.08,240.5,15.1,218.6,56.1,22.0,32.1,143.3
645,31.14,1.86,50.25,228.9,14.4,206.3,53.2,20.5,30.3,136.9
646,30.18,1.81,48.66,219.1,14.0,200.0,51.4,20.2,29.3,130.8
647,28.41,1.7,45.25,204.5,13.2,188.1,48.6,18.7,27.0,124.3
648,25.82,1.57,41.29,189.6,12.1,174.2,45.3,17.2,25.3,114.7
649,24.73,1.47,39.63,183.3,11.4,164.2,42.7,16.5,23.9,109.9
650,23.61,1.43,37.61,174.7,11.2,158.6,41.8,16.0,23.2,105.2
651,23.51,1.42,37.41,172.2,10.9,155.6,40.4,15.5,22.4,102.3
652,23.43,1.39,37.36,169.6,11.1,155.9,40.4,15.7,22.8,104.3
653,24.01,1.42,38.23,178.6,11.1,160.3,42.2,16.2,23.3,105.2
654,24.62,1.45,39.0,176.6,11.2,162.4,41.6,16.3,23.5,107.9
655,25.99,1.58,41.66,188.6,12.2,173.5,45.4,17.6,25.3,115.7
656,27.85,1.66,44.45,208.5,13.3,187.6,48.6,18.6,27.4,123.7
657,28.78,1.72,46.38,214.4,13.8,194.2,49.8,19.4,28.3,130.1
658,29.19,1.78,47.63,217.9,13.9,197.4,52.0,20.0,28.8,129.3
659,29.61,1.79,47.61,221.1,13.8,199.6,51.9,19.8,29.1,130.5
660,30.13,1.83,48.69,222.2,14.3,201.1,52.4,20.0,28.9,134.7
661,27.73,1.64,44.96,201.5,12.8,185.0,48.0,18.3,27.2,122.2
